id_cliente,cancelamento,genero,idoso,possui_conjuge,possui_dependentes,meses_como_cliente,servico_telefonico,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_streaming,filmes_streaming,tipo_contrato,fatura_online,metodo_pagamento,custo_mensal,custo_total,contas_diarias
4992-LTJNE,0,1,0,1,1,72,1,1,DSL,Yes,0,0,0,0,0,Two year,0,Bank transfer (automatic),55.3,3983.0,1.8433333333333333
4993-JCRGJ,0,1,0,0,0,26,1,1,Fiber optic,No,0,1,1,0,0,Month-to-month,1,Mailed check,84.3,2281.0,2.81
4994-OBRSZ,0,1,0,0,1,14,1,0,DSL,Yes,1,1,1,0,1,Two year,0,Bank transfer (automatic),76.1,1054.0,2.5366666666666666
4998-IKFSE,0,0,0,0,0,30,1,1,Fiber optic,No,0,1,0,1,1,Month-to-month,0,Electronic check,100.45,3096.0,3.3483333333333336
4999-IEZLT,0,1,0,0,0,66,0,0,DSL,No,0,0,1,0,0,One year,0,Credit card (automatic),29.45,1983.0,0.9816666666666667
5002-GCQFH,0,1,0,1,0,49,1,1,Fiber optic,Yes,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),93.85,4733.0,3.128333333333333
5003-OKNNK,0,0,0,1,1,15,1,0,No,No internet service,0,0,0,0,0,One year,0,Credit card (automatic),20.35,335.0,0.6783333333333333
5003-XZWWO,0,1,0,1,0,71,1,1,DSL,No,1,1,1,1,1,Two year,0,Credit card (automatic),84.2,5956.0,2.8066666666666666
5006-MXVRN,0,0,0,0,0,39,1,0,No,No internet service,0,0,0,0,0,Two year,0,Credit card (automatic),20.7,762.0,0.69
5010-IPEAQ,0,0,0,1,1,67,0,0,DSL,Yes,1,1,1,1,0,Two year,0,Credit card (automatic),54.2,3623.0,1.8066666666666669
5012-YSPJJ,0,1,0,1,1,31,1,0,DSL,No,0,1,1,0,0,Month-to-month,0,Mailed check,54.35,1647.0,1.8116666666666668
5013-SBUIH,1,0,0,0,0,50,1,1,Fiber optic,Yes,1,0,1,1,1,Two year,1,Electronic check,109.65,5551.0,3.6550000000000002
5014-GSOUQ,0,1,0,0,0,13,1,0,No,No internet service,0,0,0,0,0,Two year,0,Mailed check,19.95,243.0,0.6649999999999999
5014-WUQMG,0,1,0,1,1,47,1,0,Fiber optic,Yes,1,1,0,0,1,One year,1,Electronic check,96.1,4391.0,3.203333333333333
5016-ETTFF,1,1,0,0,0,10,0,0,DSL,No,0,1,0,0,0,Month-to-month,0,Mailed check,29.5,255.0,0.9833333333333333
5016-IBERQ,0,1,0,1,0,23,1,1,Fiber optic,No,1,1,0,0,0,Month-to-month,0,Electronic check,84.25,1968.0,2.808333333333333
5016-LIPDW,0,1,0,1,1,57,1,0,No,No internet service,0,0,0,0,0,One year,0,Mailed check,19.4,1061.0,0.6466666666666666
5018-GWURO,0,0,0,1,0,56,1,1,Fiber optic,No,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),85.6,4902.0,2.853333333333333
5018-HEKFO,0,0,0,0,0,10,1,1,No,No internet service,0,0,0,0,0,Month-to-month,1,Mailed check,24.5,270.0,0.8166666666666667
5018-LXQQG,0,0,0,1,1,30,1,0,DSL,Yes,0,0,1,0,1,Month-to-month,0,Bank transfer (automatic),66.3,1923.0,2.21
5019-GQVCR,0,1,1,0,0,43,1,1,Fiber optic,No,0,0,0,1,0,Month-to-month,1,Electronic check,84.85,3645.0,2.828333333333333
5020-ZSTTY,1,0,1,0,0,54,1,1,DSL,Yes,1,0,1,1,1,One year,0,Bank transfer (automatic),82.45,4350.0,2.7483333333333335
5022-JNQEQ,0,0,0,1,1,9,1,0,Fiber optic,No,0,0,1,0,0,Month-to-month,1,Electronic check,75.85,647.0,2.5283333333333333
5022-KVDQT,0,1,0,0,0,27,1,1,Fiber optic,No,0,1,0,0,0,Month-to-month,1,Electronic check,81.3,2272.0,2.71
5025-GOOKI,0,0,0,0,0,20,1,0,No,No internet service,0,0,0,0,0,Month-to-month,1,Credit card (automatic),18.9,347.0,0.63
5027-QPKTE,1,1,0,1,0,7,1,0,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Electronic check,69.35,451.0,2.3116666666666665
5027-XWQHA,1,1,0,0,0,6,1,0,DSL,No,0,0,0,0,0,Month-to-month,0,Electronic check,44.75,270.0,1.4916666666666667
5027-YOCXN,0,1,0,1,1,51,1,1,Fiber optic,Yes,1,0,1,1,1,One year,0,Credit card (automatic),110.05,5686.0,3.6683333333333334
5028-GZLDO,1,1,0,0,0,2,1,0,Fiber optic,No,0,0,0,0,0,Month-to-month,0,Credit card (automatic),70.7,140.0,2.356666666666667
5028-HTLJB,1,1,1,0,0,1,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,20.0,0.6683333333333333
5032-MIYKT,0,0,0,0,0,1,1,0,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Mailed check,70.7,70.0,2.356666666666667
5032-USPKF,0,0,0,0,0,38,1,1,DSL,Yes,1,1,0,1,1,One year,0,Bank transfer (automatic),84.1,3187.0,2.8033333333333332
5035-BVCXS,0,1,0,0,0,11,1,0,Fiber optic,No,1,0,0,0,0,Month-to-month,1,Mailed check,75.9,866.0,2.5300000000000002
5035-PGZXH,0,0,0,0,0,56,1,1,Fiber optic,No,1,1,0,1,1,One year,1,Electronic check,106.8,5914.0,3.56
5038-ETMLM,0,0,0,1,0,72,1,1,Fiber optic,Yes,1,1,1,1,1,Two year,1,Bank transfer (automatic),113.65,8182.0,3.7883333333333336
5039-LZRQT,0,0,0,0,0,13,1,0,No,No internet service,0,0,0,0,0,One year,0,Mailed check,20.2,273.0,0.6733333333333333
5043-TRZWM,0,0,0,0,0,1,1,0,Fiber optic,No,0,1,0,0,0,Month-to-month,0,Electronic check,75.55,75.0,2.518333333333333
5044-LRQAQ,0,0,0,1,0,7,1,0,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.2,477.0,2.3066666666666666
5044-XDPYX,0,0,0,1,0,51,1,1,No,No internet service,0,0,0,0,0,Two year,0,Mailed check,25.5,1281.0,0.85
5046-NUHWD,0,0,1,1,0,29,0,0,DSL,Yes,0,1,0,0,1,Month-to-month,1,Electronic check,45.0,1228.0,1.5
5047-LHVLY,1,1,1,0,1,1,1,0,DSL,No,0,1,0,0,0,Month-to-month,1,Mailed check,50.15,50.0,1.6716666666666666
5049-GLYVG,1,1,0,0,0,1,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Mailed check,20.6,20.0,0.6866666666666668
5049-MUBWG,0,1,0,0,0,26,1,0,DSL,Yes,0,0,1,1,1,One year,0,Bank transfer (automatic),75.0,1908.0,2.5
5052-PNLOS,1,1,0,0,0,3,1,1,Fiber optic,No,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),105.35,323.0,3.5116666666666663
5054-IEXZT,1,1,0,0,1,1,1,0,Fiber optic,No,1,0,0,0,0,Month-to-month,1,Electronic check,75.35,75.0,2.5116666666666663
5055-BRMNE,0,0,0,1,1,67,1,1,Fiber optic,Yes,0,0,1,1,1,Two year,0,Credit card (automatic),106.7,7009.0,3.5566666666666666
5055-MGMGF,0,0,0,1,0,65,1,1,Fiber optic,Yes,0,1,0,1,1,Month-to-month,1,Electronic check,105.05,6914.0,3.5016666666666665
5056-FIMPT,0,0,0,0,1,43,1,0,Fiber optic,Yes,1,0,1,1,1,One year,1,Credit card (automatic),106.0,4532.0,3.533333333333333
5057-LCOUI,1,0,0,0,0,39,0,0,DSL,No,0,1,0,1,1,Month-to-month,1,Electronic check,50.75,2011.0,1.6916666666666667
5057-RKGLH,0,0,0,1,1,9,1,0,No,No internet service,0,0,0,0,0,Two year,0,Mailed check,20.35,191.0,0.6783333333333333
5060-TQUQN,0,1,0,1,1,30,1,1,Fiber optic,No,1,0,1,0,0,Month-to-month,1,Bank transfer (automatic),83.55,2570.0,2.7849999999999997
5061-PBXFW,0,0,0,1,1,32,1,0,DSL,Yes,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),61.4,1864.0,2.0466666666666664
5062-CJJKH,0,1,0,1,1,25,1,0,DSL,No,1,1,0,0,0,One year,0,Mailed check,53.65,1355.0,1.7883333333333333
5063-IUOKK,0,1,0,0,0,13,1,0,No,No internet service,0,0,0,0,0,Two year,0,Mailed check,19.75,265.0,0.6583333333333333
5066-GFJMM,0,0,0,1,0,3,1,0,No,No internet service,0,0,0,0,0,Month-to-month,1,Mailed check,19.9,45.0,0.6633333333333333
5067-DGXLL,0,1,0,0,0,2,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Mailed check,20.25,36.0,0.675
5067-WJEUN,0,1,0,1,1,67,1,0,DSL,Yes,1,0,0,0,0,Two year,1,Bank transfer (automatic),54.2,3838.0,1.8066666666666669
5067-XJQFU,0,1,1,1,1,66,1,1,Fiber optic,No,1,1,1,1,1,One year,1,Electronic check,108.45,7076.0,3.615
5071-FBJFS,0,0,0,1,1,4,1,0,DSL,Yes,0,0,0,0,0,Month-to-month,0,Electronic check,50.3,217.0,1.6766666666666665
5073-RZGBK,0,0,0,1,1,50,1,1,DSL,Yes,1,1,1,0,1,One year,1,Bank transfer (automatic),80.05,4042.0,2.6683333333333334
5073-WXOYN,1,0,0,0,0,60,0,0,DSL,No,1,0,0,1,1,Month-to-month,1,Electronic check,50.8,3027.0,1.6933333333333331
5074-FBGHB,0,1,0,0,0,64,1,1,Fiber optic,No,0,1,1,1,1,One year,1,Credit card (automatic),104.65,6889.0,3.4883333333333337
5075-JSDKI,0,0,0,0,0,59,1,1,No,No internet service,0,0,0,0,0,Two year,0,Electronic check,24.45,1493.0,0.815
5076-YVXCM,0,1,0,0,0,51,1,1,Fiber optic,No,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),83.4,4149.0,2.7800000000000002
5077-DXTCG,1,0,0,0,0,1,1,0,DSL,No,0,0,0,0,0,Month-to-month,1,Electronic check,45.3,45.0,1.51
5081-NWSUP,0,0,0,0,0,10,1,0,DSL,No,1,0,1,0,1,One year,0,Mailed check,64.9,685.0,2.1633333333333336
5083-QPLHM,0,1,0,1,1,14,1,0,DSL,Yes,1,0,0,1,0,Month-to-month,1,Electronic check,65.45,937.0,2.1816666666666666
5084-OOVCJ,0,0,0,1,1,17,1,0,DSL,Yes,0,0,1,0,0,Month-to-month,1,Credit card (automatic),55.35,920.0,1.845
5087-SUURX,1,0,0,1,0,18,0,0,DSL,No,0,1,0,1,0,Month-to-month,1,Electronic check,39.05,669.0,1.3016666666666665
5088-QZLRL,0,1,0,0,0,1,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Electronic check,20.65,20.0,0.6883333333333332
5089-IFSDP,1,0,0,1,0,58,1,1,Fiber optic,Yes,1,1,0,1,1,Two year,1,Bank transfer (automatic),109.45,6144.0,3.6483333333333334
5090-EMGTC,0,0,0,1,0,59,1,0,Fiber optic,No,1,0,1,1,1,Two year,1,Mailed check,100.05,6034.0,3.335
5091-HFAZW,0,0,0,0,0,2,1,0,Fiber optic,Yes,1,0,0,1,0,Month-to-month,1,Electronic check,91.15,168.0,3.0383333333333336
5092-STPKP,0,0,0,0,0,24,1,0,DSL,Yes,0,0,1,0,0,Month-to-month,0,Credit card (automatic),56.35,1381.0,1.8783333333333334
5093-FEGLU,0,0,0,1,0,47,1,0,No,No internet service,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.65,921.0,0.6549999999999999
5095-AESKG,1,0,0,1,0,3,1,1,Fiber optic,No,1,0,0,0,1,Month-to-month,1,Credit card (automatic),91.5,242.0,3.05
5095-ETBRJ,0,0,0,1,0,55,1,0,DSL,Yes,1,0,1,0,0,Two year,0,Mailed check,56.8,3112.0,1.8933333333333333
5099-BAILX,1,1,1,1,1,43,1,1,Fiber optic,No,1,1,1,1,1,Month-to-month,1,Bank transfer (automatic),110.75,4687.0,3.691666666666667
5103-MHMHY,1,0,0,0,1,1,1,0,DSL,No,0,0,0,0,0,Month-to-month,0,Mailed check,45.95,45.0,1.5316666666666667
5108-ADXWO,1,1,0,0,0,11,1,0,Fiber optic,Yes,0,0,0,0,0,Month-to-month,1,Electronic check,73.5,791.0,2.45
5110-CHOPY,0,0,0,0,0,60,0,0,DSL,Yes,0,1,0,1,1,Two year,0,Electronic check,53.6,3237.0,1.7866666666666666
5115-GZDEL,0,1,0,0,1,72,0,0,DSL,Yes,1,1,1,1,1,Two year,0,Credit card (automatic),67.2,4671.0,2.24
5115-SQAAU,0,0,0,1,1,69,1,1,No,No internet service,0,0,0,0,0,Two year,1,Bank transfer (automatic),25.6,1673.0,0.8533333333333334
5117-IFGPS,0,1,1,1,0,29,1,1,Fiber optic,No,0,0,0,0,1,Month-to-month,1,Electronic check,84.3,2357.0,2.81
5117-ZSMHQ,0,0,0,1,1,71,1,1,DSL,Yes,1,1,1,1,1,Two year,0,Bank transfer (automatic),89.9,6342.0,2.996666666666667
5118-MUEYH,0,0,0,1,0,48,1,1,Fiber optic,No,1,0,1,1,1,Month-to-month,1,Credit card (automatic),105.1,5083.0,3.503333333333333
5119-KEPFY,0,1,0,1,0,36,1,1,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),95.0,3440.0,3.1666666666666665
5119-NZPTV,0,1,1,1,0,2,1,0,Fiber optic,No,0,0,0,0,0,Month-to-month,0,Electronic check,70.1,141.0,2.3366666666666664
5120-ZBLAI,0,0,0,1,0,50,1,1,DSL,No,0,1,0,1,1,One year,0,Bank transfer (automatic),75.7,3876.0,2.5233333333333334
5122-CYFXA,0,0,0,0,0,3,1,0,DSL,No,1,0,1,1,1,Month-to-month,1,Electronic check,75.3,244.0,2.51
5124-EOGYE,0,1,0,0,0,31,1,0,No,No internet service,0,0,0,0,0,Two year,0,Mailed check,20.45,638.0,0.6816666666666666
5125-CNDSP,0,1,0,0,1,63,0,0,DSL,Yes,1,0,1,0,0,One year,1,Bank transfer (automatic),40.6,2588.0,1.3533333333333333
5126-RCXYW,0,1,0,1,1,54,0,0,DSL,No,0,1,1,0,1,Two year,0,Credit card (automatic),46.0,2424.0,1.5333333333333334
5127-BZENZ,0,0,0,1,1,56,1,1,DSL,Yes,0,0,0,1,0,One year,0,Bank transfer (automatic),65.2,3512.0,2.1733333333333333
5129-HHMZC,0,0,0,1,0,43,1,1,DSL,Yes,1,0,1,1,1,Two year,0,Credit card (automatic),86.45,3574.0,2.881666666666667
5129-JLPIS,0,1,0,0,0,25,1,0,Fiber optic,Yes,0,1,1,1,1,Month-to-month,1,Electronic check,105.5,2686.0,3.5166666666666666
5130-IEKQT,1,1,1,0,0,25,1,1,Fiber optic,No,1,1,0,1,1,Month-to-month,0,Mailed check,105.95,2655.0,3.5316666666666667
5130-YPIRV,0,0,0,1,0,62,1,0,DSL,Yes,1,1,0,1,0,Two year,1,Credit card (automatic),72.0,4284.0,2.4
5131-PONJI,0,1,0,1,1,49,1,0,Fiber optic,No,1,1,0,1,0,Month-to-month,1,Credit card (automatic),90.4,4494.0,3.0133333333333336
5133-POWUA,0,1,0,0,0,1,1,0,DSL,No,0,0,0,0,0,Month-to-month,1,Mailed check,45.8,45.0,1.5266666666666666
5133-VRSAB,0,1,0,0,0,8,0,0,DSL,Yes,0,0,0,0,0,Month-to-month,0,Mailed check,29.35,216.0,0.9783333333333334
5134-IKDAY,1,0,0,1,1,1,1,0,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Electronic check,69.8,69.0,2.3266666666666667
5134-RCXTN,0,0,1,1,0,50,1,1,No,No internet service,0,0,0,0,0,One year,0,Electronic check,25.2,1306.0,0.84
5135-GRQJV,0,1,1,1,0,72,1,1,Fiber optic,Yes,1,1,1,1,1,Two year,1,Mailed check,114.5,8331.0,3.816666666666667
5135-RDDQL,0,0,0,1,1,63,1,0,DSL,Yes,0,0,0,0,0,Two year,1,Bank transfer (automatic),50.65,3221.0,1.6883333333333332
5136-GFPMB,0,1,0,0,0,54,1,1,Fiber optic,No,0,1,0,0,1,Month-to-month,0,Credit card (automatic),89.4,4869.0,2.98
5136-KCKGI,1,0,0,1,1,33,1,1,Fiber optic,Yes,0,1,0,1,1,One year,1,Mailed check,103.7,3467.0,3.4566666666666666
5136-RGMZO,0,1,0,0,0,31,1,1,DSL,No,1,0,1,1,0,Month-to-month,1,Electronic check,71.05,2168.0,2.368333333333333
5138-WVKYJ,1,1,0,0,0,10,1,1,Fiber optic,Yes,0,0,0,1,1,Month-to-month,0,Electronic check,98.55,1008.0,3.2849999999999997
5140-FOMCQ,0,0,0,1,0,59,1,1,Fiber optic,Yes,1,1,0,1,1,One year,1,Credit card (automatic),109.15,6557.0,3.6383333333333336
5141-ZUVBH,0,0,0,0,1,9,1,0,Fiber optic,Yes,0,1,1,0,1,Month-to-month,0,Bank transfer (automatic),93.0,870.0,3.1
5143-EGQFK,1,0,1,0,0,10,0,0,DSL,No,0,0,1,0,0,Month-to-month,1,Electronic check,29.65,291.0,0.9883333333333333
5143-WMWOG,1,1,0,0,0,1,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Electronic check,19.95,19.0,0.6649999999999999
5144-PQCDZ,0,1,0,0,0,4,1,0,No,No internet service,0,0,0,0,0,Month-to-month,1,Mailed check,19.95,59.0,0.6649999999999999
5144-TVGLP,0,1,1,0,0,38,1,1,Fiber optic,No,0,0,0,1,1,Month-to-month,0,Electronic check,94.75,3653.0,3.158333333333333
5146-CBVOE,0,0,0,0,0,16,1,0,Fiber optic,No,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),75.1,1212.0,2.503333333333333
5146-YYFRZ,0,1,0,0,0,67,1,0,No,No internet service,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.95,1311.0,0.6649999999999999
5148-HKFIR,0,0,0,0,0,20,1,0,No,No internet service,0,0,0,0,0,Two year,0,Mailed check,19.7,406.0,0.6566666666666666
5148-ORICT,0,0,0,1,0,64,1,0,DSL,Yes,1,1,1,0,1,Two year,1,Mailed check,74.35,4759.0,2.478333333333333
5149-CUZUJ,0,1,0,1,1,28,1,0,Fiber optic,No,1,1,1,1,0,One year,0,Bank transfer (automatic),92.9,2768.0,3.0966666666666667
5149-QYTTU,0,0,0,1,1,71,1,1,Fiber optic,Yes,1,1,1,0,0,One year,1,Credit card (automatic),95.15,6770.0,3.171666666666667
5149-TGWDZ,0,0,0,0,0,21,1,0,Fiber optic,No,1,1,1,1,1,One year,1,Mailed check,104.55,2239.0,3.485
5150-ITWWB,0,1,1,0,0,3,1,1,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Electronic check,94.85,335.0,3.1616666666666666
5150-LJNSR,0,1,0,1,1,31,1,1,Fiber optic,Yes,0,1,0,1,0,One year,0,Bank transfer (automatic),98.05,3082.0,3.268333333333333
5151-HQRDG,0,1,0,1,0,37,1,1,DSL,Yes,0,0,0,0,0,Month-to-month,1,Mailed check,55.05,2030.0,1.835
5153-LXKDT,0,1,0,1,1,68,1,1,Fiber optic,Yes,1,1,0,1,1,Two year,1,Electronic check,110.2,7467.0,3.6733333333333333
5153-RTHKF,0,0,0,0,0,34,1,1,Fiber optic,No,0,0,0,1,0,Month-to-month,0,Electronic check,85.35,2896.0,2.8449999999999998
5154-VEKBL,1,0,0,0,0,9,0,0,DSL,Yes,0,1,1,1,1,Month-to-month,0,Mailed check,58.5,539.0,1.95
5155-AZQPB,0,0,0,1,1,28,1,1,DSL,No,0,0,0,0,0,Month-to-month,0,Mailed check,49.9,1410.0,1.6633333333333333
5156-UMKOW,0,0,0,0,1,3,0,0,DSL,No,1,0,0,0,0,Month-to-month,0,Mailed check,29.65,90.0,0.9883333333333333
5158-RIVOP,0,0,0,1,1,11,1,0,No,No internet service,0,0,0,0,0,Two year,0,Credit card (automatic),20.9,202.0,0.6966666666666667
5159-YFPKQ,1,0,0,0,0,2,1,0,Fiber optic,No,0,1,0,0,0,Month-to-month,1,Electronic check,75.8,160.0,2.5266666666666664
5160-UXJED,0,1,0,0,1,17,1,0,DSL,No,0,0,0,0,0,One year,0,Mailed check,44.6,681.0,1.4866666666666668
5161-UBZXI,0,1,0,1,1,69,1,0,Fiber optic,Yes,1,0,1,1,1,Two year,1,Credit card (automatic),106.35,7261.0,3.545
5161-XEUVX,0,1,0,1,0,37,1,1,Fiber optic,No,0,1,1,1,0,Two year,0,Mailed check,94.3,3460.0,3.143333333333333
5167-GBFRE,1,1,1,0,0,4,0,0,DSL,No,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),25.2,102.0,0.84
5167-ZFFMM,1,1,0,0,0,1,1,1,Fiber optic,No,1,0,0,0,1,Month-to-month,1,Credit card (automatic),90.85,90.0,3.0283333333333333
5168-MQQCA,0,0,0,1,0,72,1,1,Fiber optic,No,1,1,1,1,1,One year,1,Bank transfer (automatic),108.5,8003.0,3.6166666666666667
5168-MSWXT,0,1,0,1,1,8,1,0,Fiber optic,No,0,1,0,1,1,Month-to-month,1,Electronic check,94.75,759.0,3.158333333333333
5170-PTRKA,0,0,0,1,1,49,0,0,DSL,Yes,0,0,1,0,0,One year,1,Credit card (automatic),35.8,1782.0,1.1933333333333331
5171-EPLKN,0,1,0,0,0,27,1,0,No,No internet service,0,0,0,0,0,Two year,0,Credit card (automatic),19.85,470.0,0.6616666666666667
5172-MIGPM,0,1,0,0,0,4,1,1,DSL,No,0,0,1,0,1,Month-to-month,0,Mailed check,65.55,237.0,2.185
5172-RKOCB,0,1,0,1,0,72,1,1,Fiber optic,Yes,1,0,1,1,1,Two year,1,Credit card (automatic),108.95,7875.0,3.631666666666667
5173-WXOQV,0,1,0,1,0,2,1,0,DSL,No,1,0,1,0,1,Month-to-month,1,Mailed check,64.2,143.0,2.14
5173-ZXXXL,0,1,0,0,0,2,1,0,No,No internet service,0,0,0,0,0,One year,0,Mailed check,19.95,47.0,0.6649999999999999
5174-ITUMV,0,1,0,1,1,67,1,1,Fiber optic,No,1,1,0,1,1,One year,1,Electronic check,105.4,6989.0,3.5133333333333336
5174-RNGBH,1,0,0,0,0,9,1,0,DSL,No,1,0,1,1,0,Month-to-month,0,Mailed check,66.25,620.0,2.2083333333333335
5175-AOBHI,1,0,0,0,0,4,1,0,DSL,No,0,0,0,0,0,Month-to-month,1,Mailed check,46.0,193.0,1.5333333333333334
5175-WLYXL,0,1,0,0,0,22,1,1,Fiber optic,No,1,0,0,0,0,Month-to-month,1,Mailed check,78.85,1600.0,2.628333333333333
5176-LDKUH,0,0,0,0,0,48,1,0,Fiber optic,No,1,0,0,0,0,One year,0,Electronic check,75.15,3772.0,2.5050000000000003
5176-LMJXE,0,0,0,0,0,47,1,0,No,No internet service,0,0,0,0,0,Two year,1,Mailed check,20.55,945.0,0.685
5176-OLSKT,0,0,0,1,0,66,1,1,DSL,Yes,1,1,0,0,0,Two year,0,Bank transfer (automatic),66.9,4370.0,2.23
5177-RVZNU,0,0,0,0,1,37,1,0,No,No internet service,0,0,0,0,0,One year,0,Bank transfer (automatic),20.3,755.0,0.6766666666666666
5178-LMXOP,1,1,1,1,0,1,1,1,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Electronic check,95.1,95.0,3.17
5180-UCIIQ,1,1,1,1,1,22,0,0,DSL,Yes,0,0,0,0,1,Month-to-month,0,Mailed check,40.05,880.0,1.335
5181-OABFK,0,0,0,1,1,56,1,0,DSL,Yes,1,1,0,0,0,Two year,1,Credit card (automatic),61.3,3346.0,2.0433333333333334
5183-KLYEM,0,0,0,0,0,72,1,1,Fiber optic,Yes,1,1,1,1,1,Two year,1,Credit card (automatic),112.75,8192.0,3.7583333333333333
5183-SNMJQ,0,1,0,0,0,10,1,0,Fiber optic,No,0,0,1,1,1,Month-to-month,1,Credit card (automatic),95.1,865.0,3.17
5186-EJEGL,0,1,0,0,0,9,1,0,DSL,Yes,0,1,1,1,0,Month-to-month,1,Mailed check,69.5,653.0,2.316666666666667
5186-PEIZU,0,0,0,0,0,35,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.25,617.0,0.6416666666666667
5186-SAMNZ,1,1,1,0,0,1,1,0,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.5,69.0,2.316666666666667
5188-HGMLP,0,1,1,1,0,54,1,1,Fiber optic,No,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),74.0,3919.0,2.466666666666667
5192-EBGOV,1,0,1,0,0,1,1,1,Fiber optic,No,0,0,0,1,0,Month-to-month,1,Electronic check,85.7,85.0,2.856666666666667
5193-QLVZB,0,1,0,0,0,63,1,1,Fiber optic,No,1,1,0,1,1,Two year,1,Bank transfer (automatic),104.75,6536.0,3.4916666666666667
5195-KPUNQ,0,0,1,0,0,53,1,0,Fiber optic,Yes,1,0,1,0,1,One year,1,Mailed check,96.75,5206.0,3.225
5196-SGOAK,1,0,0,0,0,1,1,0,Fiber optic,No,1,0,0,0,0,Month-to-month,1,Electronic check,75.7,75.0,2.5233333333333334
5196-WPYOW,0,1,0,1,1,67,1,0,DSL,Yes,1,0,1,0,0,One year,0,Mailed check,60.05,3994.0,2.0016666666666665
5197-LQXXH,0,0,0,1,0,71,1,1,DSL,No,1,1,1,1,1,Two year,1,Credit card (automatic),83.3,5894.0,2.7766666666666664
5197-PYEPU,0,0,0,1,1,42,1,1,Fiber optic,Yes,1,0,0,1,0,One year,1,Credit card (automatic),94.45,3923.0,3.1483333333333334
5197-YPYBZ,0,0,0,1,1,12,1,1,No,No internet service,0,0,0,0,0,Two year,0,Credit card (automatic),25.25,274.0,0.8416666666666667
5198-EFNBM,0,1,1,1,0,57,1,0,Fiber optic,No,1,1,0,1,0,One year,1,Electronic check,90.65,5199.0,3.021666666666667
5198-HQAEN,0,1,0,1,1,35,1,0,Fiber optic,No,1,0,1,1,0,One year,1,Electronic check,89.7,3165.0,2.99
5199-FPUSP,0,1,0,0,1,33,0,0,DSL,Yes,0,0,1,0,0,One year,0,Credit card (automatic),34.05,1113.0,1.135
5201-CBWYG,0,1,0,1,1,62,1,1,No,No internet service,0,0,0,0,0,One year,0,Bank transfer (automatic),24.8,1476.0,0.8266666666666667
5201-FRKKS,0,1,0,0,0,25,1,0,Fiber optic,Yes,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),74.3,1952.0,2.4766666666666666
5201-USSQZ,0,0,0,1,0,26,1,0,Fiber optic,No,0,0,1,0,1,Month-to-month,0,Credit card (automatic),85.9,2196.0,2.8633333333333337
5202-IVJNU,1,0,0,0,1,39,0,0,DSL,No,0,1,0,0,0,Month-to-month,0,Credit card (automatic),30.1,1131.0,1.0033333333333334
5203-XEHAX,0,0,0,0,0,34,1,0,DSL,Yes,1,0,0,0,1,One year,0,Electronic check,64.35,2053.0,2.145
5204-HMGYF,0,0,0,1,1,49,1,0,DSL,Yes,1,1,1,1,1,One year,1,Mailed check,87.2,4345.0,2.9066666666666667
5204-QZXPU,1,1,0,0,0,19,0,0,DSL,No,0,1,0,1,0,Month-to-month,1,Electronic check,39.65,733.0,1.3216666666666665
5206-HPJKM,0,1,0,0,0,17,1,0,DSL,Yes,1,0,0,0,0,Month-to-month,1,Credit card (automatic),55.5,934.0,1.85
5206-XZZQI,0,1,0,0,0,53,1,0,Fiber optic,No,1,0,1,0,0,Month-to-month,1,Mailed check,80.6,4348.0,2.6866666666666665
5206-YQKMK,0,0,0,0,0,25,1,1,No,No internet service,0,0,0,0,0,Two year,0,Credit card (automatic),24.75,692.0,0.825
5207-PLSTK,0,1,0,1,1,1,1,0,DSL,Yes,0,0,0,0,0,Month-to-month,1,Mailed check,48.75,48.0,1.625
5208-FVQKB,0,1,0,1,0,70,1,0,DSL,Yes,1,0,1,0,1,Two year,0,Mailed check,67.95,4664.0,2.265
